courseid;locale;title;description;duration;authorid;keywords;level;objectives;detailedcontent;targetaudience;thumbnail;url;runtime;type;scoreisprogress;themes
-;pt-BR;Primeira Gestão Gerir a Equipe;Primeira Gestão Gerir a Equipe;60 minutos;-;Primeira, Gestão, Gerir, Equipe;1;Primeira Gestão Gerir a Equipe;One pages feitas em HTML 5 Hiperligadas.;Geral;image_640x360.jpg;-;html5_learning_object_guid;HTML 5 Content;N;-
